"id_seq","analysis_moment","store","df_size","ApEn","fcst_period","freq_hours","work_hours","mse_outlier","rmse_outlier","mae_outlier","mape_outlier","mse_without_outlier","rmse_without_outlier","mae_without_outlier","mape_without_outlier","model_outlier_file_name","model_without_outlier_file_name"
161,2021-08-18 14:36:20,35,101544,0.7919062545457,"30",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",22224383284.977,149078.447,116760.725,45882.23,14952.157,122.279,100.641,34.476,"35_2021_08_18_14_35_15_983180.json","35_2021_08_18_14_35_57_050039.json"
162,2021-08-18 14:37:18,35,101544,0.7919062545457,"7",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",662175377.814,25732.769,18719.882,11497.467,7857.461,88.642,67.828,57.913,"35_2021_08_18_14_36_28_409666.json","35_2021_08_18_14_36_54_753060.json"
163,2021-08-18 14:54:03,35,101544,0.7919062545457,"44768",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",41700.783,204.208,164.535,24979395714381.246,7642.675,87.422,67.36,110.938,"35_2021_08_18_14_48_48_978372.json","35_2021_08_18_14_52_21_770066.json"
164,2021-08-18 14:55:41,5,101528,0.353041999336838,"30",[ 8  9 10 11 12 13 14 15 16 17 18],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2048278.755,1431.181,288.973,1615.495,456.766,21.372,17.184,155.157,"5_2021_08_18_14_54_21_968034.json","5_2021_08_18_14_55_01_481765.json"
165,2021-08-18 14:57:01,5,101528,0.353041999336838,"7",[ 8  9 10 11 12 13 14 15 16 17 18],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",728592.473,853.576,174.979,703.282,589.327,24.276,19.016,123.493,"5_2021_08_18_14_55_52_686655.json","5_2021_08_18_14_56_29_912516.json"
166,2021-08-18 15:06:30,5,101528,0.353041999336838,"16865",[ 8  9 10 11 12 13 14 15 16 17 18],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",174488.767,417.719,95.366,32216022261723.76,380.507,19.507,16.427,185.576,"5_2021_08_18_15_03_02_848649.json","5_2021_08_18_15_04_40_580300.json"
167,2021-08-18 15:08:13,21,101544,0.490097255820059,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",36136637591.539,190096.39,136602.413,94974.153,8983.67,94.782,77.438,82.186,"21_2021_08_18_15_07_19_200167.json","21_2021_08_18_15_07_54_643242.json"
168,2021-08-18 15:09:00,21,101544,0.490097255820059,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",340738650.14,18459.108,13649.845,13074.228,6324.265,79.525,64.401,122.341,"21_2021_08_18_15_08_19_766145.json","21_2021_08_18_15_08_42_858705.json"
169,2021-08-18 15:18:50,21,101544,0.490097255820059,"41234",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",21101.185,145.262,115.136,59228866075316.125,7279.179,85.318,64.338,215.705,"21_2021_08_18_15_16_02_656918.json","21_2021_08_18_15_17_38_592280.json"
170,2021-08-18 15:19:45,20,101578,0.810139883464291,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",44304447800.827,210486.218,146290.026,63133.001,12083.867,109.927,82.681,36.058,"20_2021_08_18_15_19_11_288309.json","20_2021_08_18_15_19_31_782504.json"
171,2021-08-18 15:20:16,20,101578,0.810139883464291,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",498415169.299,22325.214,15817.677,8841.391,15348.968,123.891,94.983,57.064,"20_2021_08_18_15_19_50_620462.json","20_2021_08_18_15_20_05_991355.json"
172,2021-08-18 15:29:37,20,101578,0.810139883464291,"47892",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",27450.095,165.681,124.566,51411355083569.73,16880.239,129.924,100.96,55.33,"20_2021_08_18_15_26_05_348134.json","20_2021_08_18_15_28_21_863152.json"
173,2021-08-18 15:30:29,4,101529,0.614459687064231,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",269570819338.096,519202.099,383881.058,2682433.802,254.084,15.94,13.723,277.473,"4_2021_08_18_15_29_55_634947.json","4_2021_08_18_15_30_15_980637.json"
174,2021-08-18 15:31:03,4,101529,0.614459687064231,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3008372457.73,54848.632,40142.585,339130.633,260.66,16.145,13.283,165.611,"4_2021_08_18_15_30_34_949342.json","4_2021_08_18_15_30_51_430505.json"
175,2021-08-18 15:39:08,4,101529,0.614459687064231,"13930",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",520305.138,721.322,571.86,370983585769046.3,257.898,16.059,13.41,205.626,"4_2021_08_18_15_37_19_090383.json","4_2021_08_18_15_38_16_076927.json"
176,2021-08-18 15:39:58,34,101544,0.281140155138373,"30",[10 11 12 13 14 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",59506661318.956,243939.872,185115.411,113735.885,7618.719,87.285,68.507,44.256,"34_2021_08_18_15_39_27_635409.json","34_2021_08_18_15_39_46_352507.json"
177,2021-08-18 15:40:28,34,101544,0.281140155138373,"7",[10 11 12 13 14 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",827697087.163,28769.725,21431.003,12040.275,18111.303,134.578,113.596,78.211,"34_2021_08_18_15_40_03_522466.json","34_2021_08_18_15_40_17_909621.json"
178,2021-08-18 15:48:39,34,101544,0.281140155138373,"39188",[10 11 12 13 14 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",385335.122,620.754,525.181,292615929764768.94,8566.178,92.554,73.658,59.183,"34_2021_08_18_15_45_58_283139.json","34_2021_08_18_15_47_35_620593.json"
179,2021-08-18 15:49:10,1373,24251,0.57936610989349,"30",[ 9 10 11 12 13 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1921.449,43.834,34.745,75.552,140.386,11.848,9.657,46.286,"1373_2021_08_18_15_48_48_775233.json","1373_2021_08_18_15_49_00_942671.json"
180,2021-08-18 15:49:35,1373,24251,0.57936610989349,"7",[ 9 10 11 12 13 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",26420.06,162.542,126.778,205.431,1862.076,43.152,30.501,130.118,"1373_2021_08_18_15_49_13_672720.json","1373_2021_08_18_15_49_26_317633.json"
181,2021-08-18 15:51:22,1373,24251,0.57936610989349,"2971",[ 9 10 11 12 13 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",11707.19,108.2,86.792,55755599546790.45,210.031,14.492,11.651,75.05,"1373_2021_08_18_15_50_28_476773.json","1373_2021_08_18_15_50_54_129470.json"
182,2021-08-18 15:52:00,4948,33370,0.772430989894955,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1046.28,32.346,23.846,58.283,349.038,18.683,14.856,58.095,"4948_2021_08_18_15_51_32_715832.json","4948_2021_08_18_15_51_48_371666.json"
183,2021-08-18 15:52:25,4948,33370,0.772430989894955,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",9578.586,97.87,79.676,237.754,849.234,29.142,23.273,90.499,"4948_2021_08_18_15_52_03_391026.json","4948_2021_08_18_15_52_16_346126.json"
184,2021-08-18 15:54:56,4948,33370,0.772430989894955,"12215",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1193.113,34.541,24.062,8675762302432.104,544.601,23.337,18.746,83.494,"4948_2021_08_18_15_53_49_199925.json","4948_2021_08_18_15_54_28_329578.json"
185,2021-08-18 15:55:38,4960,58956,0.742419576999716,"30",[ 9 10 11 12 13 14 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3276.192,57.238,48.032,120.282,1075.671,32.797,27.543,97.123,"4960_2021_08_18_15_55_09_042346.json","4960_2021_08_18_15_55_25_988559.json"
186,2021-08-18 15:56:05,4960,58956,0.742419576999716,"7",[ 9 10 11 12 13 14 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",527312.863,726.163,678.352,1640.656,5103.377,71.438,66.761,210.916,"4960_2021_08_18_15_55_41_489271.json","4960_2021_08_18_15_55_55_871349.json"
187,2021-08-18 15:59:47,4960,58956,0.742419576999716,"17766",[ 9 10 11 12 13 14 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",12674.311,112.58,94.635,5570957813398.545,1723.526,41.515,32.612,59.973,"4960_2021_08_18_15_58_09_461004.json","4960_2021_08_18_15_59_07_304748.json"
188,2021-08-18 18:01:40,4989,44267,0.891149140845862,"30",[ 9 10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2674.949,51.72,37.617,63.36,781.114,27.948,22.107,53.337,"4989_2021_08_18_18_01_10_056866.json","4989_2021_08_18_18_01_28_187736.json"
189,2021-08-18 18:02:07,4989,44267,0.891149140845862,"7",[ 9 10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",14320.211,119.667,88.127,120.296,2379.465,48.78,39.189,60.698,"4989_2021_08_18_18_01_44_076245.json","4989_2021_08_18_18_01_57_104505.json"
190,2021-08-18 18:05:25,4989,44267,0.891149140845862,"17366",[ 9 10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",61154.833,247.295,210.043,113286899709395.92,1044.823,32.324,24.926,60.732,"4989_2021_08_18_18_03_59_255062.json","4989_2021_08_18_18_04_50_984949.json"
191,2021-08-18 18:06:06,4962,49737,0.595371374932532,"30",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",14739.377,121.406,107.515,843.811,162.139,12.733,10.347,104.589,"4962_2021_08_18_18_05_37_245024.json","4962_2021_08_18_18_05_54_909558.json"
192,2021-08-18 18:12:26,22,101544,0.678840121278203,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",11519623183.26,107329.508,74995.367,50662.445,8950.725,94.608,78.026,40.926,"22_2021_08_18_18_11_50_623303.json","22_2021_08_18_18_12_11_210980.json"
193,2021-08-18 18:12:57,22,101544,0.678840121278203,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",145215591.867,12050.543,8985.1,9947.611,4723.965,68.731,55.976,55.659,"22_2021_08_18_18_12_30_728753.json","22_2021_08_18_18_12_46_585159.json"
194,2021-08-18 18:21:20,22,101544,0.678840121278203,"40142",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",24493.654,156.504,122.797,15089733389372.34,4967.428,70.48,55.962,68.189,"22_2021_08_18_18_18_43_424874.json","22_2021_08_18_18_20_19_308646.json"
195,2021-08-18 18:22:20,37,101578,0.815706603939313,"30",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",171880652489.268,414584.916,286097.14,85826.083,84540.054,290.758,218.183,40.567,"37_2021_08_18_18_21_45_036563.json","37_2021_08_18_18_22_06_647772.json"
196,2021-08-18 18:22:53,37,101578,0.815706603939313,"7",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1631660078.422,40393.812,29003.637,17699.75,26665.682,163.296,124.163,54.705,"37_2021_08_18_18_22_25_554219.json","37_2021_08_18_18_22_41_516208.json"
197,2021-08-18 18:38:08,37,101578,0.815706603939313,"48074",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",47209.421,217.277,162.183,50758483294787.93,23799.82,154.272,119.254,136.521,"37_2021_08_18_18_30_14_460051.json","37_2021_08_18_18_35_12_625153.json"
198,2021-08-18 18:40:25,4977,88536,0.844484199111156,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",5213.837,72.207,50.916,49.277,3222.872,56.77,46.209,56.305,"4977_2021_08_18_18_38_51_728767.json","4977_2021_08_18_18_39_45_781532.json"
199,2021-08-18 18:41:53,4977,88536,0.844484199111156,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",6561.216,81.001,63.984,94.35,1506.899,38.819,33.671,94.94,"4977_2021_08_18_18_40_37_684361.json","4977_2021_08_18_18_41_21_923839.json"
200,2021-08-18 20:28:45,4963,61069,0.389743969778904,"30",[ 9 10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",548687.159,740.734,272.604,202.234,3747.763,61.219,51.354,44.288,"4963_2021_08_18_20_28_17_582198.json","4963_2021_08_18_20_28_33_775915.json"
201,2021-08-18 20:29:13,4963,61069,0.389743969778904,"7",[ 9 10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2033470.683,1425.998,1210.741,1112.819,17648.929,132.849,126.153,185.354,"4963_2021_08_18_20_28_49_946370.json","4963_2021_08_18_20_29_03_759550.json"
202,2021-08-18 20:33:21,4963,61069,0.389743969778904,"15090",[ 9 10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",143649.43,379.011,231.67,6891656473603.285,2397.132,48.961,37.617,49.515,"4963_2021_08_18_20_31_49_250202.json","4963_2021_08_18_20_32_38_537861.json"
203,2021-08-18 20:34:02,4988,47946,0.543822458334624,"30",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",512192.781,715.676,473.61,282.973,141.934,11.914,9.635,65.049,"4988_2021_08_18_20_33_32_287037.json","4988_2021_08_18_20_33_50_025874.json"
204,2021-08-18 20:34:32,4988,47946,0.543822458334624,"7",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",300865.185,548.512,365.365,916.623,1782.016,42.214,33.358,242.767,"4988_2021_08_18_20_34_06_989593.json","4988_2021_08_18_20_34_21_821037.json"
205,2021-08-18 20:37:59,4988,47946,0.543822458334624,"4876",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",29706.284,172.355,136.521,28273947447404.48,353.827,18.81,15.362,67.865,"4988_2021_08_18_20_36_44_551713.json","4988_2021_08_18_20_37_19_697960.json"
206,2021-08-18 20:38:39,5066,63372,0.519190069588777,"30",[ 9 10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3832.931,61.911,53.183,247.951,1034.005,32.156,27.302,197.446,"5066_2021_08_18_20_38_10_722277.json","5066_2021_08_18_20_38_27_629504.json"
207,2021-08-18 20:39:07,5066,63372,0.519190069588777,"7",[ 9 10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",365873.991,604.875,507.095,2506.839,290.258,17.037,13.932,125.321,"5066_2021_08_18_20_38_43_572265.json","5066_2021_08_18_20_38_56_965866.json"
208,2021-08-18 20:43:48,5066,63372,0.519190069588777,"14542",[ 9 10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",4753.755,68.947,56.208,2517824376561.068,333.252,18.255,14.196,60.404,"5066_2021_08_18_20_42_15_174854.json","5066_2021_08_18_20_43_04_037820.json"
209,2021-08-18 20:44:29,4967,53336,0.533787204111737,"30",[10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",703.946,26.532,20.042,56.855,349.729,18.701,15.605,106.338,"4967_2021_08_18_20_44_00_168036.json","4967_2021_08_18_20_44_17_415362.json"
210,2021-08-18 20:45:00,4967,53336,0.533787204111737,"7",[10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",96398.513,310.481,270.419,1328.674,17518.736,132.358,119.795,661.748,"4967_2021_08_18_20_44_34_467005.json","4967_2021_08_18_20_44_49_756249.json"
211,2021-08-18 20:49:47,4967,53336,0.533787204111737,"21010",[10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",17104.649,130.785,113.117,59170059405550.805,1369.669,37.009,31.822,255.499,"4967_2021_08_18_20_47_33_872966.json","4967_2021_08_18_20_48_59_781719.json"
212,2021-08-18 20:50:32,4973,84628,0.0603626037748389,"30",[ 0  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",473.878,21.769,13.61,517.884,0.927,0.963,0.815,74.395,"4973_2021_08_18_20_50_02_256883.json","4973_2021_08_18_20_50_19_299954.json"
213,2021-08-18 20:51:07,4973,84628,0.0603626037748389,"7",[ 0  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",634.298,25.185,16.889,657.605,0.9,0.949,0.761,49.73,"4973_2021_08_18_20_50_36_093683.json","4973_2021_08_18_20_50_56_458253.json"
214,2021-08-18 20:58:38,4973,84628,0.0603626037748389,"9498",[ 0  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",204.417,14.297,10.25,8550294729997.295,0.306,0.553,0.48,31.677,"4973_2021_08_18_20_56_37_890302.json","4973_2021_08_18_20_57_41_404245.json"
215,2021-08-18 20:59:34,33,101578,0.447837317776723,"30",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",72497358926.885,269253.336,189924.539,71751.034,31413.482,177.238,136.169,38.822,"33_2021_08_18_20_58_57_839290.json","33_2021_08_18_20_59_19_353284.json"
216,2021-08-18 21:00:09,33,101578,0.447837317776723,"7",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",888102249.826,29801.044,21635.532,6919.339,24770.953,157.388,131.31,60.148,"33_2021_08_18_20_59_40_275722.json","33_2021_08_18_20_59_57_135511.json"
217,2021-08-18 21:10:14,33,101578,0.447837317776723,"44456",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",50779.679,225.343,157.381,32047196070012.426,17379.416,131.831,93.047,73.675,"33_2021_08_18_21_06_35_902913.json","33_2021_08_18_21_08_52_504524.json"
218,2021-08-18 21:11:11,3,101529,0.815722141738568,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",193922306801.846,440366.105,329805.033,460456.559,7170.827,84.681,68.768,131.094,"3_2021_08_18_21_10_34_352406.json","3_2021_08_18_21_10_56_512512.json"
219,2021-08-18 21:11:42,3,101529,0.815722141738568,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",4457429144.979,66763.981,50758.288,51512.46,6107.827,78.153,64.707,181.827,"3_2021_08_18_21_11_17_393703.json","3_2021_08_18_21_11_31_560561.json"
220,2021-08-18 21:22:05,3,101529,0.815722141738568,"23928",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",129652.623,360.073,268.314,157103368441886.72,5829.292,76.35,64.614,217.654,"3_2021_08_18_21_19_50_170272.json","3_2021_08_18_21_21_05_926278.json"
221,2021-08-18 21:22:48,2,101577,0.661842834012645,"30",[ 9 10 11 12],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",43524.835,208.626,111.289,459.454,895.12,29.919,24.867,206.07,"2_2021_08_18_21_22_18_894818.json","2_2021_08_18_21_22_36_106399.json"
222,2021-08-18 21:23:16,2,101577,0.661842834012645,"7",[ 9 10 11 12],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",252203.19,502.198,454.068,2153.078,987.75,31.428,27.306,282.165,"2_2021_08_18_21_22_52_684855.json","2_2021_08_18_21_23_06_759651.json"
223,2021-08-18 21:28:43,2,101577,0.661842834012645,"12467",[ 9 10 11 12],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",40114.216,200.285,93.191,36858447462126.93,1048.166,32.375,27.308,304.741,"2_2021_08_18_21_26_51_602468.json","2_2021_08_18_21_27_52_123605.json"
224,2021-08-18 21:29:39,32,101544,0.689471912195533,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",10771669636.93,103786.654,71763.54,64132.406,6181.126,78.62,58.72,55.544,"32_2021_08_18_21_29_05_797722.json","32_2021_08_18_21_29_26_451957.json"
225,2021-08-18 21:30:12,32,101544,0.689471912195533,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",139537448.086,11812.597,8484.801,7336.233,3665.891,60.547,50.172,57.251,"32_2021_08_18_21_29_44_770132.json","32_2021_08_18_21_30_01_450931.json"
226,2021-08-18 21:38:34,32,101544,0.689471912195533,"41010",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",71396.216,267.201,136.806,9626079952811.547,2953.968,54.35,44.452,74.008,"32_2021_08_18_21_35_44_926133.json","32_2021_08_18_21_37_33_673588.json"
227,2021-08-18 21:39:23,26,101544,0.773539783835743,"30",[10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",13550487115.414,116406.56,91086.138,37261.712,12447.158,111.567,92.534,33.569,"26_2021_08_18_21_38_48_342239.json","26_2021_08_18_21_39_09_350914.json"
228,2021-08-18 21:39:55,26,101544,0.773539783835743,"7",[10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",363794210.169,19073.39,13876.847,4552.748,21648.082,147.133,108.931,52.986,"26_2021_08_18_21_39_28_522767.json","26_2021_08_18_21_39_44_131421.json"
229,2021-08-18 21:48:46,26,101544,0.773539783835743,"43514",[10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",21781.407,147.585,111.279,52410889027302.62,92188.571,303.626,263.697,156.57,"26_2021_08_18_21_45_48_347548.json","26_2021_08_18_21_47_49_144052.json"
230,2021-08-23 09:13:21,4970,79723,0.865111106362282,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3386.996,58.198,42.419,51.169,568.843,23.85,18.632,44.312,"4970_2021_08_23_09_12_49_846364.json","4970_2021_08_23_09_13_09_616580.json"
231,2021-08-23 09:13:50,4970,79723,0.865111106362282,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",151834.014,389.659,378.729,830.698,3815.356,61.769,55.507,159.99,"4970_2021_08_23_09_13_25_890340.json","4970_2021_08_23_09_13_40_112566.json"
232,2021-08-23 09:19:55,4970,79723,0.865111106362282,"31930",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",32741.654,180.947,170.592,104350104717475.97,1068.675,32.691,24.802,58.503,"4970_2021_08_23_09_17_23_606208.json","4970_2021_08_23_09_18_57_451165.json"
233,2021-08-23 09:20:43,4964,61370,0.826030821496793,"30",[10 11 12 13 14 15 16 17 18 19 20 21],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",16710.351,129.269,107.954,218.489,1159.591,34.053,28.216,76.217,"4964_2021_08_23_09_20_08_319664.json","4964_2021_08_23_09_20_28_991643.json"
234,2021-08-23 09:21:15,4964,61370,0.826030821496793,"7",[10 11 12 13 14 15 16 17 18 19 20 21],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1216899.681,1103.132,1022.996,2406.827,11577.478,107.599,92.88,276.423,"4964_2021_08_23_09_20_48_213263.json","4964_2021_08_23_09_21_03_158099.json"
235,2021-08-23 09:25:57,4964,61370,0.826030821496793,"26316",[10 11 12 13 14 15 16 17 18 19 20 21],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",21743.496,147.457,108.795,2190512116232.09,1360.876,36.89,28.97,65.148,"4964_2021_08_23_09_24_02_304653.json","4964_2021_08_23_09_25_18_254299.json"
236,2021-08-23 09:26:49,18,101578,0.468719513472626,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",50563508359.813,224863.31,162636.831,86820.172,11356.447,106.567,83.13,49.744,"18_2021_08_23_09_26_17_715260.json","18_2021_08_23_09_26_36_710152.json"
237,2021-08-23 09:27:19,18,101578,0.468719513472626,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",570119456.187,23877.174,17057.388,12585.176,16923.819,130.092,98.855,71.317,"18_2021_08_23_09_26_53_653307.json","18_2021_08_23_09_27_07_912846.json"
238,2021-08-23 09:36:12,18,101578,0.468719513472626,"47295",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",25630.562,160.095,120.081,30854323132818.01,12779.818,113.048,85.21,40.929,"18_2021_08_23_09_33_05_320682.json","18_2021_08_23_09_35_03_134087.json"
239,2021-08-23 09:37:51,30,101544,0.781432935906694,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",6117060859.788,78211.641,58964.43,58821.526,9298.803,96.43,77.918,67.597,"30_2021_08_23_09_36_28_706354.json","30_2021_08_23_09_37_01_271936.json"
240,2021-08-23 09:39:45,30,101544,0.781432935906694,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",83051746.102,9113.273,6775.535,9847.846,4682.142,68.426,54.622,106.967,"30_2021_08_23_09_38_13_609148.json","30_2021_08_23_09_39_10_675581.json"
